 	Mean1	Mean2	Mean3	Mean4	Mean5	Mean6	Mean7	Mean8	Mean9	Mean10	Mean11	Mean12
552	980.591	1211.627	1260.975	876.241	2976.907	984.659	871.125	1148.283	1992.125	552.296	725.186	1317.135
553	917.795	1103.098	1194.000	826.370	2749.278	889.415	808.594	1085.483	1798.850	517.074	668.140	1274.514
554	840.227	998.059	1131.450	786.907	2585.296	826.341	773.031	1033.217	1603.725	499.704	619.140	1188.568
555	820.023	952.922	1086.800	757.500	2518.241	755.756	706.094	1015.783	1474.950	476.889	604.000	1108.162
556	865.727	1104.314	1125.600	749.667	2503.111	808.756	732.844	1154.517	1465.075	518.407	630.070	1177.730
557	895.409	1121.196	1163.450	760.889	2343.093	877.000	717.531	1409.200	1438.000	568.370	649.907	1187.676
558	928.114	1092.353	1194.600	751.852	2188.000	844.171	694.906	1701.500	1487.550	614.296	686.512	1239.135
559	911.977	1096.922	1169.875	785.778	1949.722	829.561	712.656	1727.700	1525.175	594.000	754.884	1302.108
560	874.318	1005.804	1174.875	783.889	1758.352	832.634	732.562	1721.117	1477.600	586.407	777.163	1271.324
561	851.159	975.510	1206.800	805.870	1562.426	774.390	763.125	1602.800	1425.050	560.704	796.930	1260.189
562	909.136	957.039	1165.875	775.722	1426.204	780.732	790.969	1595.250	1352.475	545.852	764.000	1215.676
563	1267.682	1008.098	1170.825	838.759	1443.167	855.976	909.000	1845.900	1446.425	591.518	867.814	1253.568
564	1407.432	1009.098	1235.250	839.204	1266.000	785.805	789.156	1863.500	1387.975	575.111	820.605	1380.730
565	1367.068	971.882	1218.875	862.648	1224.870	798.610	836.938	1711.700	1343.200	571.926	844.558	1316.811
566	1308.409	970.941	1225.575	899.259	1135.204	777.878	879.281	1604.267	1265.700	548.926	805.233	1278.838
567	1353.636	988.235	1182.300	867.056	1155.667	755.976	873.656	1528.417	1306.425	535.370	775.907	1279.162
568	1569.068	1009.137	1177.250	860.593	1343.537	774.659	826.812	1522.267	1274.825	525.148	759.884	1303.946
569	1468.227	1006.216	1172.000	827.296	1400.444	737.951	773.344	1457.183	1290.075	518.815	712.674	1241.784
570	1592.364	1028.882	1154.300	827.741	1607.333	787.878	786.219	1449.983	1377.975	516.444	717.163	1257.351
571	1978.591	1122.255	1150.725	846.315	1942.315	846.000	794.719	1556.833	1510.600	533.482	748.767	1253.811
572	2150.114	1177.255	1137.000	868.556	2163.704	909.902	769.594	1635.750	1522.650	541.778	729.000	1306.162
573	2146.409	1145.843	1120.500	841.482	2003.759	923.146	765.406	1549.650	1414.725	543.593	736.140	1271.649
574	2075.636	1056.392	1111.600	796.037	1857.222	856.415	753.938	1472.500	1332.050	530.037	690.279	1209.270
575	1968.364	1057.725	1074.125	787.185	1751.944	833.415	723.219	1397.350	1303.700	494.444	698.326	1226.054
576	1919.000	1024.333	1070.850	792.796	1598.648	765.951	707.781	1376.417	1301.350	492.593	711.186	1188.351
577	1799.727	1002.039	1052.775	783.018	1504.759	786.195	686.625	1307.017	1207.700	507.852	687.000	1123.243
578	2024.977	1298.725	1135.025	845.130	2716.000	1147.976	738.250	1484.083	1816.250	546.444	767.581	1332.892
579	2186.114	1411.745	1119.400	862.815	3118.704	1412.756	804.375	1801.883	2272.250	552.593	764.047	1395.595
580	2064.636	1306.608	1101.925	815.518	2994.463	1319.707	788.188	1709.967	2098.375	555.963	726.558	1289.324
581	2037.727	1191.039	1030.525	807.907	2823.704	1281.561	866.250	1481.883	1803.525	539.963	708.233	1227.054
582	1794.182	1104.941	1007.400	760.982	2523.722	1150.805	829.312	1408.600	1588.950	518.667	668.302	1139.514
583	1534.341	997.961	1051.075	753.518	2260.148	1039.854	837.094	1310.833	1441.875	480.926	646.256	1069.946
584	1496.182	1012.098	1362.200	769.778	2098.833	984.561	782.531	1285.283	1358.300	487.111	652.349	1018.757
585	1516.068	1183.490	1674.925	776.333	1966.315	901.341	787.250	1420.517	1377.550	483.741	675.279	1042.946
586	1398.386	1268.471	1963.425	778.333	1854.556	882.390	768.312	1401.650	1352.175	495.296	657.349	1073.730
587	1264.409	1221.490	1997.125	751.500	1685.593	825.561	816.750	1354.233	1312.675	492.333	638.465	1056.108
588	1187.545	1135.980	1787.350	722.111	1520.630	776.902	792.031	1278.200	1224.150	471.519	632.907	1020.649
589	1145.773	1086.255	1615.550	718.482	1388.444	782.634	800.844	1237.867	1207.375	474.889	632.488	1043.676
590	1055.455	1026.863	1504.350	721.426	1357.167	746.122	796.750	1286.733	1218.950	516.704	633.953	1046.405
591	981.682	1005.431	1398.275	744.815	1189.185	716.927	811.156	1278.350	1197.350	515.963	635.256	1042.784
592	959.182	968.353	1302.800	734.482	1089.926	730.512	803.750	1245.400	1195.025	522.518	640.512	1067.108
593	1239.341	1083.784	1368.400	821.444	1173.093	795.659	927.406	2297.233	1603.200	631.778	771.488	1278.054
594	1308.568	1127.882	1386.125	876.333	1201.963	862.781	982.312	3199.983	1732.775	668.889	818.302	1381.270
595	1262.591	1075.961	1289.350	864.667	1072.722	860.268	960.344	3061.950	1551.025	629.370	771.767	1295.973
596	1211.477	1009.137	1228.275	830.185	963.667	812.634	939.219	2903.567	1443.500	594.148	751.930	1252.108
597	1234.977	966.118	1212.650	834.685	911.518	802.293	976.719	2697.450	1416.475	554.370	768.023	1230.432
598	1213.136	965.314	1191.725	839.204	879.741	785.244	1002.812	2611.500	1372.275	551.889	772.000	1254.189
599	1221.477	965.667	1236.150	885.389	870.056	814.683	1051.156	2502.933	1365.350	555.778	765.558	1252.243
600	1197.591	963.686	1204.750	926.648	851.722	815.049	1144.969	2435.600	1338.075	571.185	796.419	1268.081
601	1259.114	951.725	1194.450	900.815	833.537	791.024	1123.000	2330.683	1288.450	555.407	755.209	1198.892
602	1175.795	944.804	1193.100	907.685	831.926	797.927	1127.969	2285.650	1291.025	506.963	759.419	1228.514
603	1094.068	922.784	1154.150	869.778	818.148	792.805	1106.469	2197.850	1251.775	515.333	740.535	1172.108
604	1268.182	965.451	1205.325	954.185	837.093	748.439	1148.406	2146.967	1321.975	551.889	781.419	1201.216
605	1538.364	998.529	1300.975	936.611	868.889	785.195	1068.312	2253.267	1315.625	548.963	856.140	1308.676
606	1547.023	1015.020	1274.475	960.722	870.222	802.317	1158.531	2165.017	1392.025	565.852	945.767	1288.730
607	1511.136	1019.176	1237.825	931.852	827.722	760.585	1169.125	1997.450	1341.650	563.593	939.372	1311.108
608	1599.773	1237.823	1241.200	938.093	1478.556	872.951	1188.344	1990.633	1568.850	596.370	925.558	1383.459
609	1533.977	1223.039	1177.600	913.259	1819.815	908.683	1173.625	1828.183	1692.725	576.148	876.302	1379.189
610	1362.591	1093.000	1117.300	852.982	1843.722	827.756	1098.625	1860.317	1551.100	574.407	819.349	1274.946
611	1261.727	1072.784	1117.000	844.648	1884.185	897.439	1045.594	1869.783	1477.225	539.852	776.419	1236.243
612	1114.909	997.039	1072.975	786.852	1686.907	808.293	968.469	1731.167	1310.225	498.778	708.093	1139.568
613	1028.227	949.863	997.375	744.463	1524.222	734.512	934.469	1655.600	1218.825	468.815	662.372	1095.405
614	977.727	950.255	1019.125	723.296	1457.167	715.268	892.969	1578.650	1156.375	471.000	641.744	1107.162
615	942.182	938.627	1020.000	728.852	1451.630	680.098	947.750	1531.567	1158.250	470.000	645.628	1081.459
616	928.432	957.784	1024.650	733.537	1287.315	691.512	910.312	1494.117	1124.375	481.333	639.837	1072.622
617	898.205	920.098	1118.375	738.926	1214.870	692.976	911.219	1484.550	1121.875	484.037	633.326	1102.081
618	1047.318	959.745	1436.675	799.352	1096.574	719.634	915.344	1426.850	1262.050	506.296	665.628	1152.973
619	1305.636	982.490	1512.300	827.482	1006.685	912.098	876.094	1414.533	1261.375	508.370	659.209	1168.757
620	1214.386	983.882	1424.425	821.296	944.204	943.512	867.969	1664.550	1255.825	516.556	657.930	1165.027
621	1143.659	940.725	1348.625	840.222	869.426	915.293	883.750	1752.100	1230.825	519.148	669.535	1163.541
622	1063.705	937.882	1314.325	862.778	867.574	860.366	875.719	1766.717	1215.475	519.333	641.721	1155.541
623	1032.341	1016.706	1320.675	924.963	873.500	867.902	934.406	2008.350	1292.250	563.482	734.744	1201.459
624	1157.909	1057.275	1284.700	1039.630	915.389	1003.415	934.281	2778.483	1359.400	592.630	899.721	1267.351
625	1183.023	1076.725	1239.675	1086.537	898.630	998.024	991.688	2866.567	1322.400	615.630	959.256	1279.216
626	1312.705	1127.078	1195.025	1103.167	876.037	969.268	1005.188	2809.433	1313.300	594.111	939.070	1211.459
627	1434.977	1203.235	1252.800	1114.296	864.444	981.854	1073.344	2873.033	1338.050	602.370	975.209	1297.243
628	1459.955	1214.490	1221.400	1095.000	832.778	949.902	1080.344	2743.200	1262.700	582.667	989.023	1259.297
629	1371.659	1292.275	1172.725	1032.056	800.111	976.805	1034.875	2570.350	1194.300	572.444	1020.512	1226.486
630	1354.591	1280.373	1176.225	991.111	764.389	944.122	1030.500	2430.000	1185.850	559.556	1034.860	1196.811
631	1394.364	1270.627	1195.350	1001.482	794.259	910.390	1077.469	2370.067	1222.900	583.889	1194.977	1225.703
632	1622.182	1392.177	1192.800	1054.907	837.167	905.781	1120.031	2390.783	1283.450	582.259	1404.023	1284.081
633	1673.750	1429.177	1182.900	1041.907	873.185	896.732	1070.781	2348.233	1269.500	617.148	1464.023	1309.757
634	1701.136	1721.569	1179.750	1106.204	883.352	868.122	1133.281	2294.100	1313.225	625.444	1734.884	1346.243
635	1653.886	1644.941	1194.850	1090.296	881.185	867.219	1172.062	2285.650	1335.000	648.963	1884.674	1372.946
636	1802.705	1786.627	1177.250	1031.537	841.796	864.902	1151.938	2202.867	1316.475	642.889	1941.930	1328.324
637	1662.000	1741.431	1128.400	978.815	806.241	818.439	1101.969	2093.883	1271.650	624.778	1836.674	1274.027
638	1530.932	1709.020	1154.000	943.389	990.667	798.976	1084.844	2040.467	1328.625	586.518	1720.907	1256.676
639	1692.909	1898.588	1205.375	979.963	2300.981	881.146	1081.531	2095.400	1704.075	614.704	1654.651	1394.946
640	1487.045	1730.118	1132.600	896.982	2242.796	848.024	1033.969	1921.433	1524.650	598.667	1444.814	1276.486
641	1373.864	1568.706	1089.650	854.870	2346.741	1192.805	972.938	1875.650	1470.850	563.407	1342.581	1194.919
642	1211.750	1436.490	1030.400	830.518	2184.259	1190.634	1092.219	1742.483	1330.425	516.963	1277.465	1118.378
643	1161.659	1353.941	1016.750	779.778	2063.870	1083.317	1050.688	1733.167	1289.175	505.222	1129.372	1117.054
644	1082.205	1317.177	1038.575	786.056	1876.148	959.805	946.531	1676.383	1210.925	510.037	1015.209	1077.486
645	1049.977	1316.177	1110.200	832.315	1704.370	917.390	928.375	1733.717	1180.425	484.000	948.256	1090.432
646	979.750	1347.235	1185.900	879.889	1593.759	857.781	975.500	1845.850	1187.525	494.667	898.442	1088.757
647	923.068	1217.333	1139.950	817.482	1407.204	829.610	889.312	1772.517	1132.500	495.037	846.744	1051.270
648	897.909	1161.882	1095.425	793.463	1240.259	777.927	858.906	1649.033	1092.650	462.556	775.721	1007.108
649	844.727	1043.078	1032.175	778.056	1230.685	728.683	942.000	1540.633	1051.575	468.889	755.116	961.189
650	792.841	986.725	982.275	750.815	1140.167	727.268	873.406	1498.500	1025.075	459.630	705.302	966.595
651	797.023	965.431	976.750	756.741	1036.685	702.219	900.438	1470.300	1050.225	465.074	691.907	999.838
652	800.864	926.216	1011.700	764.704	956.944	713.317	910.281	1452.683	1063.200	500.407	664.349	1026.838
653	865.750	998.118	1050.675	888.537	974.500	720.317	926.375	1777.683	1212.975	533.778	726.814	1117.135
654	972.295	1320.843	1127.875	1000.926	1067.778	964.098	960.188	2634.567	1497.175	611.111	922.000	1227.568
655	1007.227	1560.804	1124.450	1173.000	1160.296	951.122	921.156	2769.100	1445.950	609.185	927.953	1234.324
656	1048.636	1829.157	1188.300	1186.870	1132.981	1052.390	893.219	2838.250	1401.050	623.593	951.930	1212.892
657	1081.159	1911.765	1181.300	1292.926	1064.944	1077.585	909.500	2695.583	1314.100	593.407	919.093	1175.568
658	1031.750	1747.608	1108.325	1186.852	985.944	1092.390	895.750	2569.750	1262.250	575.296	913.163	1160.973
659	991.273	1714.667	1096.125	1143.204	951.759	1043.366	864.812	2494.533	1188.325	573.444	917.442	1111.541
660	937.523	1579.725	1077.375	1069.759	925.722	1010.610	878.188	2482.917	1160.400	563.111	955.209	1136.081
661	916.795	1617.706	1090.325	1084.056	945.778	1047.268	868.594	2372.050	1136.800	568.593	959.163	1110.703
662	926.864	1584.196	1106.375	1110.481	989.315	1043.219	878.438	2406.417	1274.025	577.111	1116.837	1186.135
663	984.773	1657.314	1139.425	1145.537	998.500	1095.146	920.531	2383.533	1335.475	647.593	1228.349	1229.541
664	1000.818	1622.667	1175.225	1113.333	1052.148	1102.781	950.500	2334.533	1493.300	614.444	1363.395	1269.838
665	1033.773	1598.157	1174.300	1188.815	1083.667	1195.488	949.156	2439.250	1534.000	633.333	1336.395	1272.703
666	1010.227	1520.725	1153.500	1196.426	1078.667	1197.585	973.938	2356.200	1490.750	620.259	1348.256	1264.405
667	1010.432	1410.549	1129.125	1268.222	1000.759	1279.171	987.000	2286.683	1410.100	638.222	1351.558	1253.054
668	1002.864	1329.294	1113.075	1251.963	1095.907	1288.219	995.125	2204.583	1428.625	616.704	1361.581	1227.649
669	1059.750	1347.725	1169.675	1238.667	2345.907	1240.512	1028.844	2165.333	1592.425	642.741	1357.512	1387.946
670	1080.568	1255.510	1123.850	1152.741	2685.370	1140.098	1065.656	2075.567	1480.425	642.482	1236.698	1382.243
671	1035.250	1161.412	1107.850	1033.056	2455.185	1041.951	1086.312	1939.717	1344.025	585.482	1135.000	1329.081
672	940.977	1090.039	1082.000	963.741	2283.222	975.854	1035.562	1823.783	1251.875	565.444	1020.442	1216.541
673	862.205	998.157	1039.025	920.815	2066.574	873.000	1006.625	1703.217	1176.825	527.593	939.279	1136.027
674	868.295	966.745	1069.200	868.704	1877.037	835.512	953.906	1634.050	1183.475	505.296	869.628	1088.946
675	827.341	939.706	1003.350	865.482	1708.296	793.366	983.938	1569.067	1155.225	480.074	825.419	1051.000
676	828.932	915.039	1031.675	818.778	1527.037	739.073	998.281	1530.200	1134.575	473.778	768.651	1002.459
677	830.727	916.863	1036.450	806.333	1382.481	739.683	979.094	1493.267	1112.300	479.259	742.070	1017.784
678	814.068	893.627	1042.875	816.833	1277.759	721.171	947.438	1442.633	1084.275	475.593	712.000	993.108
679	823.318	887.745	1036.075	811.796	1174.167	687.293	949.062	1372.200	1083.175	491.556	683.326	991.568
680	808.159	903.608	1053.200	831.056	1082.148	673.219	916.688	1353.117	1132.300	474.111	691.605	1035.622
681	789.023	881.549	1050.775	834.611	987.944	684.268	945.750	1300.900	1163.175	476.593	675.349	1013.135
682	825.432	860.843	1044.450	858.574	990.741	665.219	944.438	1250.650	1146.850	497.852	667.465	985.351
683	836.295	885.157	1063.900	923.556	936.167	769.854	905.719	1278.200	1180.000	558.000	674.605	1037.081
684	886.955	912.725	1110.600	1029.130	1053.593	865.293	927.875	1362.900	1220.850	569.778	710.907	1076.459
685	865.295	920.529	1091.350	1078.889	1496.370	828.878	920.531	1323.767	1208.425	576.667	715.000	1077.568
686	848.705	947.843	1095.700	1036.685	1807.926	778.902	896.000	1311.283	1196.750	564.815	694.070	1052.189
687	881.977	972.176	1140.100	1670.611	1770.241	826.146	920.312	1351.517	1209.375	525.370	707.512	1094.189
688	940.409	1027.823	1139.575	1864.389	1681.593	869.976	936.781	1374.183	1279.700	549.074	752.000	1130.568
689	946.159	1070.608	1214.075	2723.167	1581.352	879.195	986.406	1371.833	1315.950	586.963	762.814	1205.351
690	945.909	1029.941	1201.450	2854.333	1507.130	866.122	959.219	1291.283	1260.525	576.889	746.116	1188.405
691	992.773	1052.922	1230.275	3026.222	1464.648	850.195	1020.469	1275.083	1324.375	579.111	806.558	1241.027
692	998.886	1019.627	1235.000	3035.037	1419.648	855.024	1031.656	1346.383	1391.375	581.259	813.349	1236.865
693	997.545	1047.314	1243.500	3130.111	1392.852	846.707	1040.406	1345.833	1439.850	596.741	826.233	1296.622
694	975.932	1033.451	1218.825	3072.667	1320.870	836.463	1011.219	1313.617	1426.500	593.556	793.419	1261.378
695	995.432	1031.961	1278.700	3088.500	1348.407	828.341	994.719	1319.867	1460.300	586.963	790.047	1297.324
696	966.205	1021.196	1240.075	3033.556	1277.241	816.902	1003.688	1296.867	1497.025	605.889	790.744	1264.892
697	987.068	1062.647	1300.925	3168.333	1276.667	842.732	1050.344	1349.350	1532.250	606.963	801.953	1264.243
698	1007.500	1094.431	1300.775	3141.722	1219.352	841.317	1085.500	1413.233	1547.750	607.778	838.837	1338.027
699	1048.091	1110.765	1339.525	3248.407	1963.444	821.098	1066.969	1441.300	1902.100	611.333	845.512	1381.027
700	1003.500	1058.529	1268.000	3019.407	2351.741	805.317	1059.875	1336.300	1840.750	591.815	819.581	1385.432
701	928.205	991.824	1215.975	2737.593	2414.370	785.683	1021.375	1243.633	1678.450	565.296	751.953	1274.622
702	871.841	993.059	1176.525	2480.444	2542.556	912.146	989.625	1300.650	1695.000	530.815	701.721	1176.838
703	811.000	887.314	1084.550	2195.093	2320.685	855.683	922.906	1220.050	1517.650	500.630	669.442	1105.378
704	802.432	881.490	1064.300	1923.963	2171.778	792.219	914.500	1183.950	1409.600	479.333	663.442	1068.216
705	809.773	907.196	1051.950	1726.352	2138.167	758.902	926.625	1166.117	1338.925	485.333	643.535	1022.784
706	821.864	941.137	1093.875	1572.667	2027.185	738.805	894.062	1174.700	1284.600	473.778	645.000	1021.595
707	881.977	986.529	1119.600	1454.833	1819.685	757.219	868.531	1178.733	1276.700	500.741	645.140	1079.216
708	897.205	1012.235	1133.775	1470.056	1676.907	797.146	900.375	1194.067	1250.450	526.704	653.744	1099.676
709	878.409	975.667	1155.275	1732.167	1527.963	794.073	899.750	1151.433	1252.375	532.111	645.581	1101.162
710	858.364	930.059	1122.450	1694.704	1322.907	755.756	911.219	1106.950	1227.775	510.074	647.814	1094.865
711	864.841	905.647	1114.625	1914.056	1207.333	754.073	958.750	1092.617	1245.375	541.370	662.977	1122.054
712	898.659	906.176	1135.400	2452.056	1093.389	771.951	1005.969	1081.817	1239.325	559.407	671.233	1151.811
713	910.682	884.137	1112.225	2439.759	1033.870	744.854	1013.906	1124.533	1212.475	587.259	676.023	1178.838
714	1022.682	952.353	1210.725	2445.074	1049.722	763.463	1093.188	1176.550	1343.600	613.667	719.256	1307.784
715	1213.523	1130.353	1350.450	2600.833	1137.444	890.951	1227.031	1435.650	1669.475	726.630	826.558	1517.054
716	1270.227	1157.843	1381.750	2547.722	1109.056	865.098	1220.688	1457.867	1753.400	697.741	853.884	1567.730
717	1252.273	1185.823	1403.900	2630.389	1141.370	858.585	1251.219	1387.983	2017.225	651.111	848.395	1594.892
718	1181.182	1130.863	1409.175	2426.815	1040.593	838.878	1197.031	1287.733	1922.050	636.667	868.372	1518.514
719	1125.909	1061.314	1389.125	2556.370	1034.593	831.122	1261.688	1232.200	2175.225	645.963	870.674	1537.459
720	1127.818	1076.784	1382.550	2561.444	1061.889	868.366	1362.781	1212.567	2333.375	630.074	905.814	1492.622
721	1220.886	1228.902	1565.700	2882.759	1121.037	893.854	1368.781	1329.200	2950.200	669.518	974.953	1655.514
722	1266.750	1241.569	1575.275	2899.778	1119.593	912.902	1459.219	1326.850	2934.350	708.630	1016.605	1696.405
723	1305.705	1275.647	1739.675	2978.296	1166.759	914.829	1352.688	1427.583	3513.275	736.296	1025.744	1950.703
724	1567.205	1355.569	1848.550	2913.870	1247.722	956.902	1621.969	1489.450	3533.450	792.185	1179.047	1989.622
725	1615.023	1429.686	1841.375	2859.278	1309.185	1020.049	2012.031	1556.100	3403.225	861.926	1252.279	1952.784
726	1717.818	1522.961	1976.175	2831.241	1366.963	1035.317	2231.344	1618.817	3258.625	904.667	1258.977	1946.514
727	1724.636	1585.392	1896.025	2660.241	1386.870	1014.976	2224.062	1686.267	3360.600	876.778	1269.698	2115.487
728	1579.682	1436.608	2129.075	2224.815	1312.204	962.854	1451.781	1771.100	3747.525	790.222	1139.651	2486.513
729	1566.955	1484.235	2031.825	2162.278	1621.481	961.293	1561.875	1827.783	3738.750	781.333	1161.814	2535.406
730	1859.409	1626.451	1895.675	2609.685	3429.000	1028.854	2563.625	1778.500	3496.450	941.407	1300.651	2171.324
731	1905.455	1666.157	1847.500	2596.296	3574.426	1081.927	2709.781	1765.117	3305.675	1046.741	1264.093	2165.135
732	1895.250	1527.353	1773.575	2473.981	3743.593	1046.902	2705.062	1703.300	3153.600	1012.074	1221.814	2026.000
733	1793.227	1434.353	1628.075	2281.389	3784.333	1004.634	2607.062	1612.917	3056.275	1030.889	1134.209	1953.405
734	1626.477	1377.980	1642.500	2132.241	3711.741	979.805	2380.938	1609.767	3000.150	1010.667	1063.953	1874.730
735	1353.705	1222.706	1606.600	1355.185	3091.778	794.951	1362.688	1644.667	3353.100	745.333	859.419	2241.838
736	1226.955	1151.353	1542.575	1283.630	3268.056	782.195	1258.219	1549.117	3020.700	705.370	829.233	1967.189
737	1149.295	1089.843	1423.750	1356.685	3228.926	802.146	1460.031	1433.400	2688.625	696.518	813.326	1678.973
738	1053.682	1010.392	1407.750	1201.537	2822.778	708.244	1212.938	1398.750	2554.025	589.704	731.326	1694.730
739	1026.659	1031.961	1706.175	1089.074	2608.907	722.707	1073.938	1357.650	2423.300	596.778	723.698	1729.486
740	1006.523	1029.353	1772.625	1015.056	2453.370	666.049	1013.656	1404.617	2263.725	605.963	711.419	1754.081
741	976.409	1005.647	1663.600	953.463	2324.037	695.049	989.406	1378.067	2077.575	555.630	685.907	1757.351
742	937.795	954.922	1516.425	904.815	2082.537	654.561	928.594	1299.667	1888.875	530.889	652.372	1700.595
743	893.932	924.608	1407.200	865.944	1877.389	639.878	888.938	1215.900	1739.650	517.148	635.698	1679.946
744	981.591	950.902	1352.725	854.056	1746.926	616.659	872.562	1294.300	1731.525	490.185	620.977	1561.405
745	1543.818	1090.039	1524.250	966.000	1770.944	704.244	997.000	1685.350	1968.225	590.148	723.884	1814.054
746	1680.955	1099.725	1499.450	996.074	1745.389	740.171	1084.812	1906.000	2027.900	610.852	772.860	1857.946
747	1568.750	1054.078	1451.150	974.630	1484.981	757.098	1073.562	1655.600	1750.825	595.333	755.163	1772.189
748	1373.091	974.569	1328.275	954.944	1276.796	735.902	1016.688	1435.850	1488.025	535.741	743.744	1684.000
749	1209.727	887.961	1243.800	893.352	1117.074	724.341	964.281	1316.450	1376.425	519.482	706.256	1607.622
750	1162.182	879.294	1214.725	871.148	1037.907	674.854	941.344	1323.733	1288.425	504.444	677.186	1572.676
751	1113.273	874.941	1208.375	895.944	963.037	689.415	918.625	1255.867	1233.050	496.593	682.488	1500.541
752	1131.341	925.235	1201.175	878.037	1009.018	696.293	884.438	1379.750	1239.025	519.185	697.326	1494.162
753	1276.250	962.863	1234.225	914.556	1065.074	746.293	878.000	1375.600	1208.525	527.000	696.279	1498.432
754	1435.341	992.706	1261.600	928.722	1163.556	732.634	919.031	1395.917	1229.125	542.444	726.674	1534.432
755	1377.955	994.745	1242.075	908.056	1346.204	745.244	924.812	1361.917	1214.200	534.482	717.953	1535.892
756	1593.864	995.412	1219.575	912.630	1348.315	734.439	861.188	1328.833	1190.425	515.259	720.814	1529.135
757	1568.364	966.549	1224.300	896.630	1268.870	717.927	869.938	1300.700	1211.350	515.185	719.535	1472.108
758	1542.886	932.392	1173.750	868.167	1153.685	711.902	860.812	1291.083	1218.575	515.037	669.791	1390.000
759	1464.818	931.510	1168.750	850.296	1218.481	703.000	830.750	1298.550	1315.125	489.000	688.023	1392.324
760	1422.295	911.471	1126.825	819.130	1434.056	695.561	826.125	1308.883	1275.900	526.259	668.791	1392.838
761	1287.977	903.118	1081.775	784.907	1478.037	673.219	801.500	1232.983	1183.675	509.630	629.791	1384.378
762	1215.295	893.255	1082.725	779.482	2235.574	676.610	791.094	1181.000	1158.000	533.185	648.907	1377.108
763	1265.659	879.235	1063.925	759.352	2623.019	702.268	795.688	1148.617	1090.375	509.593	627.535	1335.919
764	1172.045	843.471	1065.600	748.426	2609.648	686.610	761.688	1102.433	1048.800	479.370	596.814	1279.351
765	1117.205	860.784	1073.050	730.611	2490.333	649.219	703.156	1080.283	1059.275	456.667	595.116	1239.703
766	1044.864	850.451	1024.900	705.000	2259.722	623.829	688.219	1035.883	1037.100	443.074	593.233	1201.595
767	985.909	849.765	1007.050	751.852	2149.463	660.537	753.125	1053.983	1075.400	490.815	603.256	1114.378
768	922.568	992.059	1086.175	721.630	2533.185	624.098	613.281	1172.350	1133.125	509.481	584.442	1406.000
769	952.000	1088.706	1115.375	747.463	2607.444	646.024	682.125	1178.850	1143.025	501.111	611.930	1305.000
770	912.045	1108.235	1107.850	771.500	2452.759	653.683	701.031	1131.833	1133.125	510.852	639.465	1268.000
771	863.000	1122.216	1108.050	782.944	2229.741	692.781	690.844	1078.433	1119.225	499.630	640.558	1317.243
772	883.886	1059.294	1108.350	763.926	2050.889	690.341	707.031	1104.850	1182.225	503.296	661.279	1313.838
773	944.977	1034.765	1119.750	769.463	1915.296	685.366	731.062	1123.567	1173.550	501.630	654.535	1367.378
774	955.523	1041.490	1109.700	760.518	1773.444	689.805	714.594	1112.883	1148.250	537.444	642.256	1323.811
775	1062.432	1098.490	1177.475	819.926	1774.185	710.293	733.281	1616.250	1327.175	544.630	679.558	1427.378
776	1233.977	1109.431	1188.750	869.185	1667.704	764.854	769.719	1926.183	1303.700	670.667	749.628	1467.865
777	1211.955	1163.882	1251.425	873.815	1570.944	774.878	761.531	2128.400	1436.325	810.778	753.837	1550.676
778	1238.045	1095.216	1221.325	862.426	1390.093	739.195	700.375	2020.900	1355.125	766.333	771.930	1482.892
779	1215.432	1066.784	1227.600	885.537	1268.389	752.659	704.469	2359.733	1425.275	872.778	809.814	1487.595
780	1085.682	1011.784	1221.375	860.704	1105.296	782.219	713.094	2153.033	1339.475	926.593	821.326	1459.784
781	1122.727	1025.235	1257.750	894.833	1094.574	800.488	764.875	2212.300	1461.750	1366.704	993.767	1613.378
782	1082.455	991.725	1234.000	877.778	1038.963	775.585	768.156	2113.800	1386.175	1264.519	984.442	1589.838
783	1106.273	1002.745	1220.450	862.907	972.056	800.854	773.250	2121.050	1474.300	1346.630	1011.488	1555.081
784	1216.727	1013.039	1252.000	936.593	983.537	805.268	838.656	2044.167	1514.600	1504.259	1279.000	1554.189
785	1375.818	1053.706	1291.250	1122.222	1092.574	870.024	1155.281	1834.500	1625.100	1526.000	1536.860	1438.162
786	1505.523	1156.863	1359.875	1352.333	1163.444	938.268	1570.188	1695.550	1889.650	1458.889	1642.512	1436.405
787	1742.318	1331.588	1608.000	1493.463	1213.630	1030.341	1771.188	1993.867	1980.850	1698.556	1631.558	1503.811
788	1697.023	1304.725	1605.600	1490.074	1172.833	1060.415	1719.031	2130.983	1912.625	1801.185	1695.698	1653.784
789	1684.182	1378.961	1644.875	1647.185	1173.352	1092.463	2015.125	1938.700	1909.600	1516.778	1637.581	1564.135
790	1813.864	1469.765	1694.100	1752.278	1978.389	1087.195	2157.250	1979.567	2153.550	1587.556	1643.047	1721.703
791	2189.614	1542.373	1708.400	1737.315	3542.741	1047.829	1910.375	1966.817	2612.300	1720.741	1533.442	2066.919
792	1970.909	1371.882	1579.175	1296.648	3512.130	935.927	1324.844	1806.467	2625.500	1713.667	1217.302	2110.162
793	1773.250	1228.961	1461.525	1243.259	3516.185	920.683	1366.781	1659.300	2379.400	1439.185	1117.279	1979.000
794	1559.136	1122.373	1383.300	1085.481	3326.815	834.781	1195.094	1513.033	2124.500	1268.778	959.070	1900.676
